AQI,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
41.708333333333336,0.4728222063548732,33.244791666666664,23.381873505759618,0.5884132063690289,0.009893017578124991,26.777777777777775,0.6451295296322741,42.541666666666664,25.374646815909585,0.47709178894786125,0.0022099446614583292,28.421875,0.6201245085583272,32.661458333333336,27.43384590306455,0.8428621604745551,0.002448714192708329,24.01736111111111,0.5364736083927989,30.974572746155182,22.18043336514746,0.8629138443578709,0.0046535835597826,23.197330016666193
59.916666666666664,0.5196497902534808,15.076388888888888,23.16045424907629,0.7474438026849827,0.007738785807291651,9.965277777777779,0.4728222063548732,33.244791666666664,23.381873505759618,0.5884132063690289,0.009893017578124991,26.777777777777775,0.6451295296322741,42.541666666666664,25.374646815909585,0.47709178894786125,0.0022099446614583292,28.421875,0.6201245085583272,32.661458333333336,27.43384590306455,0.8428621604745551,0.002448714192708329,24.01736111111111
68.20833333333333,0.6237616028625378,25.074652777777775,24.400402086502936,0.9700866375273182,0.004884163411458329,16.36111111111111,0.5196497902534808,15.076388888888888,23.16045424907629,0.7474438026849827,0.007738785807291651,9.965277777777779,0.4728222063548732,33.244791666666664,23.381873505759618,0.5884132063690289,0.009893017578124991,26.777777777777775,0.6451295296322741,42.541666666666664,25.374646815909585,0.47709178894786125,0.0022099446614583292,28.421875
74.81818181818181,0.6887746561454056,31.411458333333332,33.98785590089111,1.1927294723696533,0.0007534505208333207,20.296875,0.6237616028625378,25.074652777777775,24.400402086502936,0.9700866375273182,0.004884163411458329,16.36111111111111,0.5196497902534808,15.076388888888888,23.16045424907629,0.7474438026849827,0.007738785807291651,9.965277777777779,0.4728222063548732,33.244791666666664,23.381873505759618,0.5884132063690289,0.009893017578124991,26.777777777777775
95.29166666666667,0.7214435533227928,41.723656400966185,36.08941345454202,1.775611179736388,0.00224238699776785,23.2770229468599,0.6887746561454056,31.411458333333332,33.98785590089111,1.1927294723696533,0.0007534505208333207,20.296875,0.6237616028625378,25.074652777777775,24.400402086502936,0.9700866375273182,0.004884163411458329,16.36111111111111,0.5196497902534808,15.076388888888888,23.16045424907629,0.7474438026849827,0.007738785807291651,9.965277777777779
80.66666666666667,0.6560408113173866,48.43040458937198,27.05743316670289,1.0336988760536996,0.0053272135416666455,32.969655797101446,0.7214435533227928,41.723656400966185,36.08941345454202,1.775611179736388,0.00224238699776785,23.2770229468599,0.6887746561454056,31.411458333333332,33.98785590089111,1.1927294723696533,0.0007534505208333207,20.296875,0.6237616028625378,25.074652777777775,24.400402086502936,0.9700866375273182,0.004884163411458329,16.36111111111111
49.541666666666664,0.5673866476258478,35.73090277777778,25.77320147793958,0.7633468623165781,0.011521956380208321,26.227430555555554,0.6560408113173866,48.43040458937198,27.05743316670289,1.0336988760536996,0.0053272135416666455,32.969655797101446,0.7214435533227928,41.723656400966185,36.08941345454202,1.775611179736388,0.00224238699776785,23.2770229468599,0.6887746561454056,31.411458333333332,33.98785590089111,1.1927294723696533,0.0007534505208333207,20.296875
63.0,0.5069199614844586,18.574652777777775,27.58883938274288,0.8110560412113642,0.011736848958333329,12.296875,0.5673866476258478,35.73090277777778,25.77320147793958,0.7633468623165781,0.011521956380208321,26.227430555555554,0.6560408113173866,48.43040458937198,27.05743316670289,1.0336988760536996,0.0053272135416666455,32.969655797101446,0.7214435533227928,41.723656400966185,36.08941345454202,1.775611179736388,0.00224238699776785,23.2770229468599
80.125,0.5928463045728646,26.447916666666668,24.333976309497938,1.0177958164221041,0.00895916341145833,17.817708333333332,0.5069199614844586,18.574652777777775,27.58883938274288,0.8110560412113642,0.011736848958333329,12.296875,0.5673866476258478,35.73090277777778,25.77320147793958,0.7633468623165781,0.011521956380208321,26.227430555555554,0.6560408113173866,48.43040458937198,27.05743316670289,1.0336988760536996,0.0053272135416666455,32.969655797101446
92.33333333333333,0.6446748926226123,34.770833333333336,28.69593566615953,1.1450202934748672,0.004011328124999995,25.930555555555554,0.5928463045728646,26.447916666666668,24.333976309497938,1.0177958164221041,0.00895916341145833,17.817708333333332,0.5069199614844586,18.574652777777775,27.58883938274288,0.8110560412113642,0.011736848958333329,12.296875,0.5673866476258478,35.73090277777778,25.77320147793958,0.7633468623165781,0.011521956380208321,26.227430555555554
